* Measurement data measured by REW V5.19
* Source: /mnt/tmp/Users/Niklas/Desktop/KITCHEN NO SMOOTH.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 5, 2019 5:31:34 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 80.0 dB
* Note: Measurement imported from /mnt/tmp/Users/Niklas/Desktop/KITCHEN NO SMOOTH.txt Format: Comma/Tab/Space delimited data 60155 values loaded, 20 Hz to 22,049 Hz
* Measurement: KITCHEN NO SMOOTH.tx
* Smoothing: Variable
* Frequency Step: 0.25 Hz
* Start Frequency: 20.142 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20689.643 68.166 0.000
20689.893 68.166 0.000
20690.143 68.166 0.000
20690.393 68.166 0.000
20690.643 68.166 0.000
20690.893 68.166 0.000
20691.143 68.166 0.000
20691.393 68.166 0.000
20691.643 68.166 0.000
20691.893 68.166 0.000
20692.143 68.166 0.000
20692.393 68.166 0.000
20692.643 68.166 0.000
20692.893 68.166 0.000
20693.143 68.166 0.000
20693.393 68.166 0.000
20693.643 68.166 0.000
20693.893 68.166 0.000
20694.143 68.166 0.000
20694.393 68.166 0.000
20694.643 68.166 0.000
20694.893 68.166 0.000
20695.143 68.166 0.000
20695.393 68.166 0.000
20695.643 68.166 0.000
20695.893 68.166 0.000
20696.143 68.166 0.000
20696.393 68.166 0.000
20696.643 68.166 0.000
20696.893 68.166 0.000
20697.143 68.166 0.000
20697.393 68.166 0.000
20697.643 68.166 0.000
20697.893 68.166 0.000
20698.143 68.166 0.000
20698.393 68.166 0.000
20698.643 68.166 0.000
20698.893 68.166 0.000
20699.143 68.166 0.000
20699.393 68.166 0.000
20699.643 68.166 0.000
20699.893 68.166 0.000
20700.143 68.166 0.000
20700.393 68.166 0.000
20700.643 68.166 0.000
20700.893 68.166 0.000
20701.143 68.166 0.000
20701.393 68.166 0.000
20701.643 68.166 0.000
20701.893 68.166 0.000
20702.143 68.166 0.000
20702.393 68.166 0.000
20702.643 68.166 0.000
20702.893 68.166 0.000
20703.143 68.166 0.000
20703.393 68.166 0.000
20703.643 68.166 0.000
20703.893 68.166 0.000
20704.143 68.166 0.000
20704.393 68.166 0.000
20704.643 68.166 0.000
20704.893 68.166 0.000
20705.143 68.166 0.000
20705.393 68.166 0.000
20705.643 68.166 0.000
20705.893 68.166 0.000
20706.143 68.166 0.000
20706.393 68.166 0.000
20706.643 68.166 0.000
20706.893 68.166 0.000
20707.143 68.166 0.000
20707.393 68.166 0.000
20707.643 68.166 0.000
20707.893 68.166 0.000
20708.143 68.166 0.000
20708.393 68.166 0.000
20708.643 68.166 0.000
20708.893 68.166 0.000
20709.143 68.166 0.000
20709.393 68.166 0.000
20709.643 68.166 0.000
20709.893 68.166 0.000
20710.143 68.166 0.000
20710.393 68.166 0.000
20710.643 68.166 0.000
20710.893 68.165 0.000
20711.143 68.165 0.000
20711.393 68.165 0.000
20711.643 68.165 0.000
20711.893 68.165 0.000
20712.143 68.165 0.000
20712.393 68.165 0.000
20712.643 68.165 0.000
20712.893 68.165 0.000
20713.143 68.165 0.000
20713.393 68.165 0.000
20713.643 68.165 0.000
20713.893 68.165 0.000
20714.143 68.165 0.000
20714.393 68.165 0.000
20714.643 68.165 0.000
20714.893 68.165 0.000
20715.143 68.165 0.000
20715.393 68.165 0.000
20715.643 68.165 0.000
20715.893 68.165 0.000
20716.143 68.165 0.000
20716.393 68.165 0.000
20716.643 68.165 0.000
20716.893 68.165 0.000
20717.143 68.165 0.000
20717.393 68.165 0.000
20717.643 68.165 0.000
20717.893 68.165 0.000
20718.143 68.165 0.000
20718.393 68.165 0.000
20718.643 68.165 0.000
20718.893 68.165 0.000
20719.143 68.165 0.000
20719.393 68.165 0.000
20719.643 68.165 0.000
20719.893 68.165 0.000
20720.143 68.165 0.000
20720.393 68.165 0.000
20720.643 68.165 0.000
20720.893 68.165 0.000
20721.143 68.165 0.000
20721.393 68.165 0.000
20721.643 68.165 0.000
20721.893 68.165 0.000
20722.143 68.165 0.000
20722.393 68.165 0.000
20722.643 68.165 0.000
20722.893 68.165 0.000
20723.143 68.165 0.000
20723.393 68.165 0.000
20723.643 68.165 0.000
20723.893 68.165 0.000
20724.143 68.165 0.000
20724.393 68.165 0.000
20724.643 68.165 0.000
20724.893 68.165 0.000
20725.143 68.165 0.000
20725.393 68.165 0.000
20725.643 68.165 0.000
20725.893 68.165 0.000
20726.143 68.165 0.000
20726.393 68.165 0.000
20726.643 68.165 0.000
20726.893 68.165 0.000
20727.143 68.165 0.000
20727.393 68.165 0.000
20727.643 68.165 0.000
20727.893 68.165 0.000
20728.143 68.165 0.000
20728.393 68.165 0.000
20728.643 68.165 0.000
20728.893 68.165 0.000
20729.143 68.165 0.000
20729.393 68.165 0.000
20729.643 68.165 0.000
20729.893 68.165 0.000
20730.143 68.165 0.000
20730.393 68.165 0.000
20730.643 68.165 0.000
20730.893 68.165 0.000
20731.143 68.165 0.000
20731.393 68.165 0.000
20731.643 68.165 0.000
20731.893 68.165 0.000
20732.143 68.165 0.000
20732.393 68.165 0.000
20732.643 68.165 0.000
20732.893 68.165 0.000
20733.143 68.165 0.000
20733.393 68.165 0.000
20733.643 68.165 0.000
20733.893 68.165 0.000
20734.143 68.165 0.000
20734.393 68.165 0.000
20734.643 68.165 0.000
20734.893 68.165 0.000
20735.143 68.165 0.000
20735.393 68.165 0.000
20735.643 68.165 0.000
20735.893 68.165 0.000
20736.143 68.165 0.000
20736.393 68.165 0.000
20736.643 68.165 0.000
20736.893 68.165 0.000
20737.143 68.165 0.000
20737.393 68.165 0.000
20737.643 68.165 0.000
20737.893 68.165 0.000
20738.143 68.165 0.000
20738.393 68.165 0.000
20738.643 68.165 0.000
20738.893 68.165 0.000
20739.143 68.165 0.000
20739.393 68.165 0.000
20739.643 68.165 0.000
20739.893 68.165 0.000
20740.143 68.165 0.000
20740.393 68.165 0.000
20740.643 68.165 0.000
20740.893 68.165 0.000
20741.143 68.165 0.000
20741.393 68.165 0.000
20741.643 68.165 0.000
20741.893 68.165 0.000
20742.143 68.165 0.000
20742.393 68.165 0.000
20742.643 68.165 0.000
20742.893 68.165 0.000
20743.143 68.165 0.000
20743.393 68.165 0.000
20743.643 68.165 0.000
20743.893 68.165 0.000
20744.143 68.165 0.000
20744.393 68.165 0.000
20744.643 68.165 0.000
20744.893 68.165 0.000
20745.143 68.165 0.000
20745.393 68.165 0.000
20745.643 68.165 0.000
20745.893 68.165 0.000
20746.143 68.165 0.000
20746.393 68.165 0.000
20746.643 68.165 0.000
20746.893 68.165 0.000
20747.143 68.165 0.000
20747.393 68.165 0.000
20747.643 68.165 0.000
20747.893 68.165 0.000
20748.143 68.165 0.000
20748.393 68.165 0.000
20748.643 68.165 0.000
20748.893 68.165 0.000
20749.143 68.165 0.000
20749.393 68.165 0.000
20749.643 68.165 0.000
20749.893 68.165 0.000
20750.143 68.165 0.000
20750.393 68.165 0.000
20750.643 68.165 0.000
20750.893 68.165 0.000
20751.143 68.165 0.000
20751.393 68.165 0.000
20751.643 68.165 0.000
20751.893 68.165 0.000
20752.143 68.165 0.000
20752.393 68.165 0.000
20752.643 68.165 0.000
20752.893 68.165 0.000
20753.143 68.165 0.000
20753.393 68.165 0.000
20753.643 68.165 0.000
20753.893 68.165 0.000
20754.143 68.165 0.000
20754.393 68.165 0.000
20754.643 68.165 0.000
20754.893 68.165 0.000
20755.143 68.165 0.000
20755.393 68.165 0.000
20755.643 68.165 0.000
20755.893 68.165 0.000
20756.143 68.165 0.000
20756.393 68.165 0.000
20756.643 68.165 0.000
20756.893 68.165 0.000
20757.143 68.165 0.000
20757.393 68.165 0.000
20757.643 68.165 0.000
20757.893 68.165 0.000
20758.143 68.165 0.000
20758.393 68.165 0.000
20758.643 68.165 0.000
20758.893 68.165 0.000
20759.143 68.165 0.000
20759.393 68.165 0.000
20759.643 68.165 0.000
20759.893 68.165 0.000
20760.143 68.165 0.000
20760.393 68.165 0.000
20760.643 68.165 0.000
20760.893 68.165 0.000
20761.143 68.165 0.000
20761.393 68.165 0.000
20761.643 68.165 0.000
20761.893 68.165 0.000
20762.143 68.165 0.000
20762.393 68.165 0.000
20762.643 68.165 0.000
20762.893 68.165 0.000
20763.143 68.165 0.000
20763.393 68.165 0.000
20763.643 68.165 0.000
20763.893 68.165 0.000
20764.143 68.165 0.000
20764.393 68.165 0.000
20764.643 68.165 0.000
20764.893 68.165 0.000
20765.143 68.164 0.000
20765.393 68.164 0.000
20765.643 68.164 0.000
20765.893 68.164 0.000
20766.143 68.164 0.000
20766.393 68.164 0.000
20766.643 68.164 0.000
20766.893 68.164 0.000
20767.143 68.164 0.000
20767.393 68.164 0.000
20767.643 68.164 0.000
20767.893 68.164 0.000
20768.143 68.164 0.000
20768.393 68.164 0.000
20768.643 68.164 0.000
20768.893 68.164 0.000
20769.143 68.164 0.000
20769.393 68.164 0.000
20769.643 68.164 0.000
20769.893 68.164 0.000
20770.143 68.164 0.000
20770.393 68.164 0.000
20770.643 68.164 0.000
20770.893 68.164 0.000
20771.143 68.164 0.000
20771.393 68.164 0.000
20771.643 68.164 0.000
20771.893 68.164 0.000
20772.143 68.164 0.000
20772.393 68.164 0.000
20772.643 68.164 0.000
20772.893 68.164 0.000
20773.143 68.164 0.000
20773.393 68.164 0.000
20773.643 68.164 0.000
20773.893 68.164 0.000
20774.143 68.164 0.000
20774.393 68.164 0.000
20774.643 68.164 0.000
20774.893 68.164 0.000
20775.143 68.164 0.000
20775.393 68.164 0.000
20775.643 68.164 0.000
20775.893 68.164 0.000
20776.143 68.164 0.000
20776.393 68.164 0.000
20776.643 68.164 0.000
20776.893 68.164 0.000
20777.143 68.164 0.000
20777.393 68.164 0.000
20777.643 68.164 0.000
20777.893 68.164 0.000
20778.143 68.164 0.000
20778.393 68.164 0.000
20778.643 68.164 0.000
20778.893 68.164 0.000
20779.143 68.164 0.000
20779.393 68.164 0.000
20779.643 68.164 0.000
20779.893 68.164 0.000
20780.143 68.164 0.000
20780.393 68.164 0.000
20780.643 68.164 0.000
20780.893 68.164 0.000
20781.143 68.164 0.000
20781.393 68.164 0.000
20781.643 68.164 0.000
20781.893 68.164 0.000
20782.143 68.164 0.000
20782.393 68.164 0.000
20782.643 68.164 0.000
20782.893 68.164 0.000
20783.143 68.164 0.000
20783.393 68.164 0.000
20783.643 68.164 0.000
20783.893 68.164 0.000
20784.143 68.164 0.000
20784.393 68.164 0.000
20784.643 68.164 0.000
20784.893 68.164 0.000
20785.143 68.164 0.000
20785.393 68.164 0.000
20785.643 68.164 0.000
20785.893 68.164 0.000
20786.143 68.164 0.000
20786.393 68.164 0.000
20786.643 68.164 0.000
20786.893 68.164 0.000
20787.143 68.164 0.000
20787.393 68.164 0.000
20787.643 68.164 0.000
20787.893 68.164 0.000
20788.143 68.164 0.000
20788.393 68.164 0.000
20788.643 68.164 0.000
20788.893 68.164 0.000
20789.143 68.164 0.000
20789.393 68.164 0.000
20789.643 68.164 0.000
20789.893 68.164 0.000
20790.143 68.164 0.000
20790.393 68.164 0.000
20790.643 68.164 0.000
20790.893 68.164 0.000
20791.143 68.164 0.000
20791.393 68.164 0.000
20791.643 68.164 0.000
20791.893 68.164 0.000
20792.143 68.164 0.000
20792.393 68.164 0.000
20792.643 68.164 0.000
20792.893 68.164 0.000
20793.143 68.164 0.000
20793.393 68.164 0.000
20793.643 68.164 0.000
20793.893 68.164 0.000
20794.143 68.164 0.000
20794.393 68.164 0.000
20794.643 68.164 0.000
20794.893 68.164 0.000
20795.143 68.164 0.000
20795.393 68.164 0.000
20795.643 68.164 0.000
20795.893 68.164 0.000
20796.143 68.164 0.000
20796.393 68.164 0.000
20796.643 68.164 0.000
20796.893 68.164 0.000
20797.143 68.164 0.000
20797.393 68.164 0.000
20797.643 68.164 0.000
20797.893 68.164 0.000
20798.143 68.164 0.000
20798.393 68.164 0.000
20798.643 68.164 0.000
20798.893 68.164 0.000
20799.143 68.164 0.000
20799.393 68.164 0.000
20799.643 68.164 0.000
20799.893 68.164 0.000
20800.143 68.164 0.000
20800.393 68.164 0.000
20800.643 68.164 0.000
20800.893 68.164 0.000
20801.143 68.164 0.000
20801.393 68.164 0.000
20801.643 68.164 0.000
20801.893 68.164 0.000
20802.143 68.164 0.000
20802.393 68.164 0.000
20802.643 68.164 0.000
20802.893 68.164 0.000
20803.143 68.164 0.000
20803.393 68.164 0.000
20803.643 68.164 0.000
20803.893 68.164 0.000
20804.143 68.164 0.000
20804.393 68.164 0.000
20804.643 68.164 0.000
20804.893 68.164 0.000
20805.143 68.164 0.000
20805.393 68.164 0.000
20805.643 68.164 0.000
20805.893 68.164 0.000
20806.143 68.164 0.000
20806.393 68.164 0.000
20806.643 68.164 0.000
20806.893 68.164 0.000
20807.143 68.164 0.000
20807.393 68.164 0.000
20807.643 68.164 0.000
20807.893 68.164 0.000
20808.143 68.164 0.000
20808.393 68.164 0.000
20808.643 68.164 0.000
20808.893 68.164 0.000
20809.143 68.164 0.000
20809.393 68.164 0.000
20809.643 68.164 0.000
20809.893 68.164 0.000
20810.143 68.164 0.000
20810.393 68.164 0.000
20810.643 68.164 0.000
20810.893 68.164 0.000
20811.143 68.164 0.000
20811.393 68.164 0.000
20811.643 68.164 0.000
20811.893 68.164 0.000
20812.143 68.164 0.000
20812.393 68.164 0.000
20812.643 68.164 0.000
20812.893 68.164 0.000
20813.143 68.164 0.000
20813.393 68.164 0.000
20813.643 68.164 0.000
20813.893 68.164 0.000
20814.143 68.164 0.000
20814.393 68.164 0.000
20814.643 68.164 0.000
20814.893 68.164 0.000
20815.143 68.164 0.000
20815.393 68.164 0.000
20815.643 68.164 0.000
20815.893 68.164 0.000
20816.143 68.164 0.000
20816.393 68.164 0.000
20816.643 68.164 0.000
20816.893 68.164 0.000
20817.143 68.164 0.000
20817.393 68.164 0.000
20817.643 68.164 0.000
20817.893 68.164 0.000
20818.143 68.164 0.000
20818.393 68.164 0.000
20818.643 68.164 0.000
20818.893 68.164 0.000
20819.143 68.164 0.000
20819.393 68.164 0.000
20819.643 68.164 0.000
20819.893 68.164 0.000
20820.143 68.164 0.000
20820.393 68.164 0.000
20820.643 68.164 0.000
20820.893 68.164 0.000
20821.143 68.164 0.000
20821.393 68.164 0.000
20821.643 68.164 0.000
20821.893 68.164 0.000
20822.143 68.164 0.000
20822.393 68.164 0.000
20822.643 68.164 0.000
20822.893 68.164 0.000
20823.143 68.164 0.000
20823.393 68.164 0.000
20823.643 68.164 0.000
20823.893 68.164 0.000
20824.143 68.164 0.000
20824.393 68.164 0.000
20824.643 68.164 0.000
20824.893 68.164 0.000
20825.143 68.164 0.000
20825.393 68.164 0.000
20825.643 68.164 0.000
20825.893 68.164 0.000
20826.143 68.164 0.000
20826.393 68.164 0.000
20826.643 68.164 0.000
20826.893 68.164 0.000
20827.143 68.164 0.000
20827.393 68.164 0.000
20827.643 68.164 0.000
20827.893 68.164 0.000
20828.143 68.164 0.000
20828.393 68.164 0.000
20828.643 68.164 0.000
20828.893 68.164 0.000
20829.143 68.164 0.000
20829.393 68.164 0.000
20829.643 68.164 0.000
20829.893 68.164 0.000
20830.143 68.164 0.000
20830.393 68.164 0.000
20830.643 68.164 0.000
20830.893 68.164 0.000
20831.143 68.164 0.000
20831.393 68.164 0.000
20831.643 68.164 0.000
20831.893 68.164 0.000
20832.143 68.164 0.000
20832.393 68.164 0.000
20832.643 68.164 0.000
20832.893 68.164 0.000
20833.143 68.164 0.000
20833.393 68.164 0.000
20833.643 68.163 0.000
20833.893 68.163 0.000
20834.143 68.163 0.000
20834.393 68.163 0.000
20834.643 68.163 0.000
20834.893 68.163 0.000
20835.143 68.163 0.000
20835.393 68.163 0.000
20835.643 68.163 0.000
20835.893 68.163 0.000
20836.143 68.163 0.000
20836.393 68.163 0.000
20836.643 68.163 0.000
20836.893 68.163 0.000
20837.143 68.163 0.000
20837.393 68.163 0.000
20837.643 68.163 0.000
20837.893 68.163 0.000
20838.143 68.163 0.000
20838.393 68.163 0.000
20838.643 68.163 0.000
20838.893 68.163 0.000
20839.143 68.163 0.000
20839.393 68.163 0.000
20839.643 68.163 0.000
20839.893 68.163 0.000
20840.143 68.163 0.000
20840.393 68.163 0.000
20840.643 68.163 0.000
20840.893 68.163 0.000
20841.143 68.163 0.000
20841.393 68.163 0.000
20841.643 68.163 0.000
20841.893 68.163 0.000
20842.143 68.163 0.000
20842.393 68.163 0.000
20842.643 68.163 0.000
20842.893 68.163 0.000
20843.143 68.163 0.000
20843.393 68.163 0.000
20843.643 68.163 0.000
20843.893 68.163 0.000
20844.143 68.163 0.000
20844.393 68.163 0.000
20844.643 68.163 0.000
20844.893 68.163 0.000
20845.143 68.163 0.000
20845.393 68.163 0.000
20845.643 68.163 0.000
20845.893 68.163 0.000
20846.143 68.163 0.000
20846.393 68.163 0.000
20846.643 68.163 0.000
20846.893 68.163 0.000
20847.143 68.163 0.000
20847.393 68.163 0.000
20847.643 68.163 0.000
20847.893 68.163 0.000
20848.143 68.163 0.000
20848.393 68.163 0.000
20848.643 68.163 0.000
20848.893 68.163 0.000
20849.143 68.163 0.000
20849.393 68.163 0.000
20849.643 68.163 0.000
20849.893 68.163 0.000
20850.143 68.163 0.000
20850.393 68.163 0.000
20850.643 68.163 0.000
20850.893 68.163 0.000
20851.143 68.163 0.000
20851.393 68.163 0.000
20851.643 68.163 0.000
20851.893 68.163 0.000
20852.143 68.163 0.000
20852.393 68.163 0.000
20852.643 68.163 0.000
20852.893 68.163 0.000
20853.143 68.163 0.000
20853.393 68.163 0.000
20853.643 68.163 0.000
20853.893 68.163 0.000
20854.143 68.163 0.000
20854.393 68.163 0.000
20854.643 68.163 0.000
20854.893 68.163 0.000
20855.143 68.163 0.000
20855.393 68.163 0.000
20855.643 68.163 0.000
20855.893 68.163 0.000
20856.143 68.163 0.000
20856.393 68.163 0.000
20856.643 68.163 0.000
20856.893 68.163 0.000
20857.143 68.163 0.000
20857.393 68.163 0.000
20857.643 68.163 0.000
20857.893 68.163 0.000
20858.143 68.163 0.000
20858.393 68.163 0.000
20858.643 68.163 0.000
20858.893 68.163 0.000
20859.143 68.163 0.000
20859.393 68.163 0.000
20859.643 68.163 0.000
20859.893 68.163 0.000
20860.143 68.163 0.000
20860.393 68.163 0.000
20860.643 68.163 0.000
20860.893 68.163 0.000
20861.143 68.163 0.000
20861.393 68.163 0.000
20861.643 68.163 0.000
20861.893 68.163 0.000
20862.143 68.163 0.000
20862.393 68.163 0.000
20862.643 68.163 0.000
20862.893 68.163 0.000
20863.143 68.163 0.000
20863.393 68.163 0.000
20863.643 68.163 0.000
20863.893 68.163 0.000
20864.143 68.163 0.000
20864.393 68.163 0.000
20864.643 68.163 0.000
20864.893 68.163 0.000
20865.143 68.163 0.000
20865.393 68.163 0.000
20865.643 68.163 0.000
20865.893 68.163 0.000
20866.143 68.163 0.000
20866.393 68.163 0.000
20866.643 68.163 0.000
20866.893 68.163 0.000
20867.143 68.163 0.000
20867.393 68.163 0.000
20867.643 68.163 0.000
20867.893 68.163 0.000
20868.143 68.163 0.000
20868.393 68.163 0.000
20868.643 68.163 0.000
20868.893 68.163 0.000
20869.143 68.163 0.000
20869.393 68.163 0.000
20869.643 68.163 0.000
20869.893 68.163 0.000
20870.143 68.163 0.000
20870.393 68.163 0.000
20870.643 68.163 0.000
20870.893 68.163 0.000
20871.143 68.163 0.000
20871.393 68.163 0.000
20871.643 68.163 0.000
20871.893 68.163 0.000
20872.143 68.163 0.000
20872.393 68.163 0.000
20872.643 68.163 0.000
20872.893 68.163 0.000
20873.143 68.163 0.000
20873.393 68.163 0.000
20873.643 68.163 0.000
20873.893 68.163 0.000
20874.143 68.163 0.000
20874.393 68.163 0.000
20874.643 68.163 0.000
20874.893 68.163 0.000
20875.143 68.163 0.000
20875.393 68.163 0.000
20875.643 68.163 0.000
20875.893 68.163 0.000
20876.143 68.163 0.000
20876.393 68.163 0.000
20876.643 68.163 0.000
20876.893 68.163 0.000
20877.143 68.163 0.000
20877.393 68.163 0.000
20877.643 68.163 0.000
20877.893 68.163 0.000
20878.143 68.163 0.000
20878.393 68.163 0.000
20878.643 68.163 0.000
20878.893 68.163 0.000
20879.143 68.163 0.000
20879.393 68.163 0.000
20879.643 68.163 0.000
20879.893 68.163 0.000
20880.143 68.163 0.000
20880.393 68.163 0.000
20880.643 68.163 0.000
20880.893 68.163 0.000
20881.143 68.163 0.000
20881.393 68.163 0.000
20881.643 68.163 0.000
20881.893 68.163 0.000
20882.143 68.163 0.000
20882.393 68.163 0.000
20882.643 68.163 0.000
20882.893 68.163 0.000
20883.143 68.163 0.000
20883.393 68.163 0.000
20883.643 68.163 0.000
20883.893 68.163 0.000
20884.143 68.163 0.000
20884.393 68.163 0.000
20884.643 68.163 0.000
20884.893 68.163 0.000
20885.143 68.163 0.000
20885.393 68.163 0.000
20885.643 68.163 0.000
20885.893 68.163 0.000
20886.143 68.163 0.000
20886.393 68.163 0.000
20886.643 68.163 0.000
20886.893 68.163 0.000
20887.143 68.163 0.000
20887.393 68.163 0.000
20887.643 68.163 0.000
20887.893 68.163 0.000
20888.143 68.163 0.000
20888.393 68.163 0.000
20888.643 68.163 0.000
20888.893 68.163 0.000
20889.143 68.163 0.000
20889.393 68.163 0.000
20889.643 68.163 0.000
20889.893 68.163 0.000
20890.143 68.163 0.000
20890.393 68.163 0.000
20890.643 68.163 0.000
20890.893 68.163 0.000
20891.143 68.163 0.000
20891.393 68.163 0.000
20891.643 68.163 0.000
20891.893 68.163 0.000
20892.143 68.163 0.000
20892.393 68.163 0.000
20892.643 68.163 0.000
20892.893 68.163 0.000
20893.143 68.163 0.000
20893.393 68.163 0.000
20893.643 68.163 0.000
20893.893 68.163 0.000
20894.143 68.163 0.000
20894.393 68.163 0.000
20894.643 68.163 0.000
20894.893 68.163 0.000
20895.143 68.163 0.000
20895.393 68.163 0.000
20895.643 68.163 0.000
20895.893 68.163 0.000
20896.143 68.163 0.000
20896.393 68.163 0.000
20896.643 68.163 0.000
20896.893 68.163 0.000
20897.143 68.163 0.000
20897.393 68.163 0.000
20897.643 68.163 0.000
20897.893 68.163 0.000
20898.143 68.163 0.000
20898.393 68.163 0.000
20898.643 68.163 0.000
20898.893 68.163 0.000
20899.143 68.163 0.000
20899.393 68.163 0.000
20899.643 68.163 0.000
20899.893 68.163 0.000
20900.143 68.163 0.000
20900.393 68.163 0.000
20900.643 68.163 0.000
20900.893 68.163 0.000
20901.143 68.163 0.000
20901.393 68.163 0.000
20901.643 68.163 0.000
20901.893 68.163 0.000
20902.143 68.163 0.000
20902.393 68.163 0.000
20902.643 68.163 0.000
20902.893 68.163 0.000
20903.143 68.163 0.000
20903.393 68.163 0.000
20903.643 68.163 0.000
20903.893 68.163 0.000
20904.143 68.163 0.000
20904.393 68.163 0.000
20904.643 68.163 0.000
20904.893 68.163 0.000
20905.143 68.163 0.000
20905.393 68.163 0.000
20905.643 68.163 0.000
20905.893 68.163 0.000
20906.143 68.163 0.000
20906.393 68.163 0.000
20906.643 68.163 0.000
20906.893 68.163 0.000
20907.143 68.163 0.000
20907.393 68.163 0.000
20907.643 68.163 0.000
20907.893 68.163 0.000
20908.143 68.163 0.000
20908.393 68.163 0.000
20908.643 68.163 0.000
20908.893 68.163 0.000
20909.143 68.163 0.000
20909.393 68.163 0.000
20909.643 68.163 0.000
20909.893 68.163 0.000
20910.143 68.163 0.000
20910.393 68.163 0.000
20910.643 68.163 0.000
20910.893 68.163 0.000
20911.143 68.163 0.000
20911.393 68.163 0.000
20911.643 68.163 0.000
20911.893 68.163 0.000
20912.143 68.163 0.000
20912.393 68.163 0.000
20912.643 68.163 0.000
20912.893 68.163 0.000
20913.143 68.163 0.000
20913.393 68.163 0.000
20913.643 68.163 0.000
20913.893 68.163 0.000
20914.143 68.163 0.000
20914.393 68.163 0.000
20914.643 68.163 0.000
20914.893 68.163 0.000
20915.143 68.163 0.000
20915.393 68.163 0.000
20915.643 68.163 0.000
20915.893 68.163 0.000
20916.143 68.163 0.000
20916.393 68.163 0.000
20916.643 68.163 0.000
20916.893 68.163 0.000
20917.143 68.163 0.000
20917.393 68.163 0.000
20917.643 68.163 0.000
20917.893 68.163 0.000
20918.143 68.163 0.000
20918.393 68.163 0.000
20918.643 68.163 0.000
20918.893 68.163 0.000
20919.143 68.163 0.000
20919.393 68.163 0.000
20919.643 68.163 0.000
20919.893 68.163 0.000
20920.143 68.163 0.000
20920.393 68.163 0.000
20920.643 68.163 0.000
20920.893 68.163 0.000
20921.143 68.163 0.000
20921.393 68.163 0.000
20921.643 68.163 0.000
20921.893 68.163 0.000
20922.143 68.163 0.000
20922.393 68.163 0.000
20922.643 68.163 0.000
20922.893 68.163 0.000
20923.143 68.163 0.000
20923.393 68.163 0.000
20923.643 68.163 0.000
20923.893 68.163 0.000
20924.143 68.163 0.000
20924.393 68.163 0.000
20924.643 68.163 0.000
20924.893 68.163 0.000
20925.143 68.163 0.000
20925.393 68.163 0.000
20925.643 68.163 0.000
20925.893 68.163 0.000
20926.143 68.163 0.000
20926.393 68.163 0.000
20926.643 68.163 0.000
20926.893 68.163 0.000
20927.143 68.163 0.000
20927.393 68.163 0.000
20927.643 68.163 0.000
20927.893 68.163 0.000
20928.143 68.163 0.000
20928.393 68.162 0.000
20928.643 68.162 0.000
20928.893 68.162 0.000
20929.143 68.162 0.000
20929.393 68.162 0.000
20929.643 68.162 0.000
20929.893 68.162 0.000
20930.143 68.162 0.000
20930.393 68.162 0.000
20930.643 68.162 0.000
20930.893 68.162 0.000
20931.143 68.162 0.000
20931.393 68.162 0.000
20931.643 68.162 0.000
20931.893 68.162 0.000
20932.143 68.162 0.000
20932.393 68.162 0.000
20932.643 68.162 0.000
20932.893 68.162 0.000
20933.143 68.162 0.000
20933.393 68.162 0.000
20933.643 68.162 0.000
20933.893 68.162 0.000
20934.143 68.162 0.000
20934.393 68.162 0.000
20934.643 68.162 0.000
20934.893 68.162 0.000
20935.143 68.162 0.000
20935.393 68.162 0.000
20935.643 68.162 0.000
20935.893 68.162 0.000
20936.143 68.162 0.000
20936.393 68.162 0.000
20936.643 68.162 0.000
20936.893 68.162 0.000
20937.143 68.162 0.000
20937.393 68.162 0.000
20937.643 68.162 0.000
20937.893 68.162 0.000
20938.143 68.162 0.000
20938.393 68.162 0.000
20938.643 68.162 0.000
20938.893 68.162 0.000
20939.143 68.162 0.000
20939.393 68.162 0.000
20939.643 68.162 0.000
20939.893 68.162 0.000
20940.143 68.162 0.000
20940.393 68.162 0.000
20940.643 68.162 0.000
20940.893 68.162 0.000
20941.143 68.162 0.000
20941.393 68.162 0.000
20941.643 68.162 0.000
20941.893 68.162 0.000
20942.143 68.162 0.000
20942.393 68.162 0.000
20942.643 68.162 0.000
20942.893 68.162 0.000
20943.143 68.162 0.000
20943.393 68.162 0.000
20943.643 68.162 0.000
20943.893 68.162 0.000
20944.143 68.162 0.000
20944.393 68.162 0.000
20944.643 68.162 0.000
20944.893 68.162 0.000
20945.143 68.162 0.000
20945.393 68.162 0.000
20945.643 68.162 0.000
20945.893 68.162 0.000
20946.143 68.162 0.000
20946.393 68.162 0.000
20946.643 68.162 0.000
20946.893 68.162 0.000
20947.143 68.162 0.000
20947.393 68.162 0.000
20947.643 68.162 0.000
20947.893 68.162 0.000
20948.143 68.162 0.000
20948.393 68.162 0.000
20948.643 68.162 0.000
20948.893 68.162 0.000
20949.143 68.162 0.000
20949.393 68.162 0.000
20949.643 68.162 0.000
20949.893 68.162 0.000
20950.143 68.162 0.000
20950.393 68.162 0.000
20950.643 68.162 0.000
20950.893 68.162 0.000
20951.143 68.162 0.000
20951.393 68.162 0.000
20951.643 68.162 0.000
20951.893 68.162 0.000
20952.143 68.162 0.000
